TIPO ;SITUAÇÃO;Cód.Equipamento;Cod. Material;Descrição;OC;Qtde. Solicitada;Qtde. Pendente;Qtde. Entregue;Data da Solicitação;Data O.C.;Dias p/ entrega;Status entrega;Data p/ entrega;Dias para OC ser gerada;Nr. Solicitação;Nr. Requisição;Nr. O.C.;Cód. Obj Custo;Descrição Obj. Custo;Valor Última Compra;Cod. Fornecedor;Fornecedor;Cidade;Estado;Status;Índice;Status no Almoxarifado;Ref.1;N_SOLIC;N_OC;Teste;Dias s/ O.C.;Mês
Tratores;;2036;57635;57635 - PARAFUSO REF: HD-9033 ( VALTRA  BH 180 );Tem OC;6;0;6;28/02/2025;20/03/2025;;;;20;394676;1133066;165177;692;Tratores Preparo Solo;R$ 0,54;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,04;0;0;fevereiro
Tratores;;2035;57635;57635 - PARAFUSO REF: HD-9033 ( VALTRA  BH 180 );Tem OC;6;0;6;05/06/2025;11/06/2025;0  DC;Atrasado;11/06/2025;6;406194;;168978;221;Almoxarifados - Estoque geral;R$ 3,21;14487;FL TRATORES ;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;0,2;0;;junho
Tratores;;2037;57636;57636 - TAMPA DA MANOPLA REF: 8565-7900 ( VALTRA  BH 180 );Tem OC;1;0;1;28/05/2025;03/06/2025;1  DC;Atrasado;04/06/2025;6;404995;;168522;221;Almoxarifados - Estoque geral;R$ 122,19;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;;Aguardando retirada;1;1;0,055555556;0;;maio
Tratores;;2035;57636;57636 - TAMPA DA MANOPLA REF: 8565-7900 ( VALTRA  BH 180 );Tem OC;1;0;1;05/06/2025;11/06/2025;0  DC;Atrasado;11/06/2025;6;406192;;168978;221;Almoxarifados - Estoque geral;R$ 122,19;14487;FL TRATORES ;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;0,2;0;;junho
Tratores;;2037;57637;57637 - TAMPA DA MANOPLA REF: 8565-8000 ( VALTRA  BH 180 );Tem OC;1;0;1;28/05/2025;03/06/2025;1  DC;Atrasado;04/06/2025;6;404994;;168522;221;Almoxarifados - Estoque geral;R$ 22,30;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;;Aguardando retirada;1;1;0,055555556;0;;maio
Tratores;;2035;57637;57637 - TAMPA DA MANOPLA REF: 8565-8000 ( VALTRA  BH 180 );Tem OC;1;0;1;05/06/2025;11/06/2025;1  DC;Atrasado;12/06/2025;6;406191;;168979;221;Almoxarifados - Estoque geral;R$ 22,30;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;;Aguardando retirada;1;1;0,166666667;0;;junho
Caminhões;;1005;57674;57674 - PAINEL DE INSTRUMENTO REF: A382 540 2311 ( MBB 2638 );Tem OC;1;0;1;04/04/2025;12/04/2025;;;;8;398078;1141958;166228;685;Caminhões Comboio;R$ 2.559,00;;;;;Pedido entregue!;;Aguardando retirada;1;1;0,5;0;0;abril
Caminhões;;1023;57674;57674 - PAINEL DE INSTRUMENTO REF: A382 540 2311 ( MBB 2638 );Tem OC;1;0;1;13/06/2025;23/06/2025;;;;10;407560;;169644;221;Almoxarifados - Estoque geral;R$ 2.784,22;5189;REPENORTE;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;0,076923077;0;;junho
Tratores;;2036;57914;57914 - ANEL RETENTOR REF: KH4946 ( VALTRA BH 180 );Tem OC;1;0;1;28/02/2025;20/03/2025;;;;20;394757;1133066;165177;692;Tratores Preparo Solo;R$ 0,25;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,04;0;0;fevereiro
Tratores;;2036;57924;57924 - PINO DE PRESSAO REF: JE8092 ( TRATOR VALTRA BH 180 );Tem OC;2;0;2;28/02/2025;20/03/2025;;;;20;394690;1133066;165173;692;Tratores Preparo Solo;R$ 0,22;1237;MERCADAO DE TRATORES;Ourinhos;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,1;0;0;fevereiro
Tratores;;2037;57925;57925 - PINO REF: JE9077 ( TRATOR VALTRA BH 180 );Tem OC;1;0;1;28/05/2025;03/06/2025;10  UT;Atrasado;13/06/2025;6;404998;;168522;221;Almoxarifados - Estoque geral;R$ 1,74;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;;Aguardando retirada;1;1;0,055555556;0;;maio
Tratores;;2036;57926;57926 - ANEL DE TRAVA REF: KG6010 ( TRATOR VALTRA BH 180 );Tem OC;4;0;4;28/02/2025;20/03/2025;;;;20;394693;1133066;165179;692;Tratores Preparo Solo;R$ 0,29;1237;MERCADAO DE TRATORES;Ourinhos;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,25;0;0;fevereiro
Caminhões;;1008;57974;57974 - SAPATA DE FREIO REF: A386 420 0019 ( MBB 2726 );Tem OC;2;0;2;09/05/2025;15/05/2025;;;;6;402046;;167744;;;R$ 258,40;2528;REDIESEL            ;Jaboatão dos Guararapes;PE;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,5;0;0;maio
Caminhões;;1030;57999;57999 - SEGMENTO DE ENGATE DA CAIXA DE CAMBIO A94526807460097;Tem OC;1;1;;14/07/2025;19/07/2025;1  UT;Atrasado;20/07/2025;5;411659;;171187;221;Almoxarifados - Estoque geral;344,25;2106;UNIDAS              ;João Pessoa;PB;Pendente;;Entrega pendente;1;1;0,2;0;;julho
Tratores;;2046;58112;58112 - LUVA REF: 3409609M1 ( MF 4290 );Tem OC;2;0;2;09/07/2025;15/07/2025;2  DC;Atrasado;17/07/2025;6;410976;;170985;221;Almoxarifados - Estoque geral;150;14487;FL TRATORES ;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;0,25;0;;julho
Tratores;;2036;58198;58198 - MANOPLA DA ALAVANCA DE GRUPO REF: 82236200 ( VALTRA  BH 180 );Tem OC;1;0;1;28/02/2025;20/03/2025;;;;20;394677;1133066;165177;692;Tratores Preparo Solo;R$ 274,16;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,04;0;0;fevereiro
Tratores;;2037;58198;58198 - MANOPLA DA ALAVANCA DE GRUPO REF: 82236200 ( VALTRA  BH 180 );Tem OC;1;0;1;28/05/2025;03/06/2025;2  DC;Atrasado;05/06/2025;6;404985;;168522;221;Almoxarifados - Estoque geral;R$ 334,62;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;;Aguardando retirada;1;1;0,055555556;0;;maio
Tratores;;2027;58413;58413 - MOLA REF: R62372 ( JOHN DEERE 7505 );Apenas Solicitação;1;1;;13/06/2025;;;;;Aguardando OC;407453;;0;221;Almoxarifados - Estoque geral;27,99;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2027;58414;58414 - CAPA REF: JD8290 ( JOHN DEERE 7505 );Apenas Solicitação;1;1;0;09/05/2025;;;;;Aguardando OC;402166;;0;221;Almoxarifados - Estoque geral;R$ 180,39;;;;;Pendente;;Entrega pendente;1;1;0;1;;maio
Tratores;;2027;58415;58415 - CONE REF: JD8191 ( JOHN DEERE 7505 );Apenas Solicitação;1;1;0;09/05/2025;;;;;Aguardando OC;402167;;0;221;Almoxarifados - Estoque geral;R$ 327,86;;;;;Pendente;;Entrega pendente;1;1;0;1;;maio
Tratores;;2027;58417;58417 - CONE REF: JD8159 ( JOHN DEERE 7505 );Apenas Solicitação;1;1;0;09/05/2025;;;;;Aguardando OC;402169;;0;221;Almoxarifados - Estoque geral;R$ 1,28;;;;;Pendente;;Entrega pendente;1;1;0;1;;maio
Oficina Geral;;Oficina Diversos;58424;58424 - CHAVE BIELA L DE 18MM;Apenas Solicitação;1;1;;18/06/2025;;;;;Aguardando OC;408170;;0;221;Almoxarifados - Estoque geral;R$ 29,00;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2045;58637;58637 - MANCAL DIANTEIRO DO ALTERNADOR ISKRA REF: 8514-9600 ( VALTRA BM 100 );Tem OC;1;0;1;31/05/2025;11/06/2025;1  DC;Atrasado;12/06/2025;11;405446;;168936;221;Almoxarifados - Estoque geral;R$ 219,00;9824;COMERCIAL AGRICOLA;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;0,5;0;;maio
Tratores;;2048;58844;58844 - JUNTA REF: 021984R1 (TRATOR MF 7219 );Tem OC;1;0;1;11/04/2025;21/04/2025;;;;10;399235;1144079;166531;692;Tratores Preparo Solo;R$ 18,89;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,166666667;0;0;abril
Tratores;;2048;58845;58845 - RETENTOR REF: 6275517M1 (TRATOR MF 7219 );Tem OC;1;0;1;08/04/2025;16/04/2025;;;;8;398386;1142680;166417;692;Tratores Preparo Solo;R$ 29,10;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,0625;0;0;abril
Oficina Geral;;Oficina diversos;58970;58970 - CHAVE ALLEN Nª 13;Apenas Solicitação;1;1;;21/06/2025;;;;;Aguardando OC;408702;;0;221;Almoxarifados - Estoque geral;R$ 0,00;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2042;59237;59237 - ANEL REF: 6275854M1 ( TRATOR MF 7180 );Tem OC;2;0;2;22/05/2025;27/05/2025;1  DC;Atrasado;28/05/2025;5;403986;;168239;221;Almoxarifados - Estoque geral;R$ 5,00;14424;TRATORED;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;0,142857143;0;;maio
Caminhões;;1091;59270;59270 - JUMELO MOLA TRASEIRA REF: 1C345776AC ( FORD F-4000 2005);Tem OC;2;2;;05/06/2025;18/06/2025;1  DC;Atrasado;19/06/2025;13;406148;;169368;221;Almoxarifados - Estoque geral;R$ 163,00;5910;VANNUCCI;Recife;PE;Pendente;;Entrega pendente;1;1;0,333333333;0;;junho
Máquinas pesadas;;4017;59518;59518 - ABRACADEIRA REF: L115548 ( CASE 821 E );Tem OC;3;3;;03/07/2025;12/07/2025;7  DC;Atrasado;19/07/2025;9;410064;;170795;221;Almoxarifados - Estoque geral;129;3337;FORNECEDORA         ;Campina Grande;PB;Pendente;;Entrega pendente;1;1;0,111111111;0;;julho
Máquinas pesadas;;4017;59519;59519 - ABRACADEIRA REF: 2540-26A1 ( CASE 821 E );Tem OC;2;2;;03/07/2025;12/07/2025;7  DC;Atrasado;19/07/2025;9;410065;;170795;221;Almoxarifados - Estoque geral;427,6;3337;FORNECEDORA         ;Campina Grande;PB;Pendente;;Entrega pendente;1;1;0,111111111;0;;julho
Oficina Geral;;Oficina Diversos;60172;60172 - MARTELO / MARRETA DE MADEIRA P/ BATER PNEU;Apenas Solicitação;32;32;;10/07/2025;;;;;Aguardando OC;411112;;0;221;Almoxarifados - Estoque geral;9,88;;;;;Pendente;;Entrega pendente;1;1;0;1;;julho
Tratores;;2046;60210;60210 - ARRUELA REF: 3771-524M1 ( TRATOR MF 4292 );Tem OC;1;1;;09/07/2025;15/07/2025;12  UT;Atrasado;27/07/2025;6;410971;;170983;221;Almoxarifados - Estoque geral;29,1;1237;MERCADAO DE TRATORES;Ourinhos;SP;Pendente;;Entrega pendente;1;1;0,125;0;;julho
Tratores;;2046;60215;60215 - ROLAMENTO CONICO REF: 3001-717X1 ( TRATOR MF 4292 );Tem OC;1;0;1;09/07/2025;15/07/2025;1  DC;Atrasado;16/07/2025;6;410972;;170984;221;Almoxarifados - Estoque geral;98,79;9824;COMERCIAL AGRICOLA;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;0,25;0;;julho
Tratores;;2046;60217;60217 - LUVA DE ACOPLAMENTO REF: 6203-181M1 ( TRATOR MF 4292 );Tem OC;1;1;;09/07/2025;15/07/2025;12  UT;Atrasado;27/07/2025;6;410957;;170983;221;Almoxarifados - Estoque geral;290,34;1237;MERCADAO DE TRATORES;Ourinhos;SP;Pendente;;Entrega pendente;1;1;0,125;0;;julho
Tratores;;2044;60221;60221 - RETENTOR REF: 3771-696M1 ( TRATOR MF 4292 );Tem OC;1;0;1;29/05/2025;03/06/2025;;;;5;405102;;168571;221;Almoxarifados - Estoque geral;R$ 114,33;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;;Aguardando retirada;1;1;0,125;0;;maio
Máquinas pesadas;;4017;60285;60285 - ABRACADEIRA REF: 214-1432 ( CASE 821 E );Tem OC;5;5;;03/07/2025;12/07/2025;7  DC;Atrasado;19/07/2025;9;410066;;170795;221;Almoxarifados - Estoque geral;14,36;3337;FORNECEDORA         ;Campina Grande;PB;Pendente;;Entrega pendente;1;1;0,111111111;0;;julho
Máquinas pesadas;;4017;60287;60287 - MANGUEIRA REF: 8500-084 ( CASE 821 E );Tem OC;1;1;;03/07/2025;12/07/2025;0  DC;Atrasado;12/07/2025;9;410062;;170797;221;Almoxarifados - Estoque geral;335,25;8064;LUBRAÇO COMERCIAL;São Paulo;SP;Pendente;;Entrega pendente;1;1;0,2;0;;julho
Máquinas pesadas;;4017;60288;60288 - MANGUEIRA REF: 8500-083 ( CASE 821 E );Tem OC;1;1;;03/07/2025;12/07/2025;2  DC;Atrasado;14/07/2025;9;410061;;170796;221;Almoxarifados - Estoque geral;146;9863;ITALPRATES;São Paulo;SP;Pendente;;Entrega pendente;1;1;0,071428571;0;;julho
Máquinas pesadas;;4017;60289;60289 - MANGUEIRA REF: 8732-3393 ( CASE 821 E );Tem OC;1;1;;03/07/2025;12/07/2025;7  DC;Atrasado;19/07/2025;9;410060;;170795;221;Almoxarifados - Estoque geral;685;3337;FORNECEDORA         ;Campina Grande;PB;Pendente;;Entrega pendente;1;1;0,111111111;0;;julho
Máquinas pesadas;;4017;60292;60292 - MANGUEIRA REF: 3812-32A1 ( CASE 821 E );Tem OC;2;0;2;03/07/2025;12/07/2025;0  DC;Atrasado;12/07/2025;9;410063;;170797;221;Almoxarifados - Estoque geral;663,71;8064;LUBRAÇO COMERCIAL;São Paulo;SP;Pedido entregue!;;Aguardando retirada;1;1;0,2;0;;julho
Tratores;;2039;60313;60313 - ANEL RETENTOR REF: 3405-1300 ( VALTRA BH 185I );Tem OC;2;0;2;21/04/2025;07/05/2025;;;;16;399983;;167230;221;Almoxarifados - Estoque geral;R$ 6,80;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;;Aguardando retirada;1;1;0,25;0;0;abril
Tratores;;2037;60313;60313 - ANEL RETENTOR REF: 3405-1300 ( VALTRA BH 185I );Tem OC;4;0;4;28/05/2025;03/06/2025;1  DC;Atrasado;04/06/2025;6;405003;;168522;221;Almoxarifados - Estoque geral;R$ 20,16;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;;Aguardando retirada;1;1;0,055555556;0;;maio
Caminhões;;1034;60437;"60437 - BOMBA HIDRAULICA VENTURI 43 CM3 DE VAZÃO EIXO CHAVETADO DE 1"" REF. 91301007 (VW 13.180 WORKER)";Tem OC;1;0;1;05/05/2025;16/05/2025;0  DC;Atrasado;16/05/2025;11;401379;;167830;221;Almoxarifados - Estoque geral;R$ 2.070,00;10300;UNIÃO HIDRAULICA LTDA - ME;Contagem;MG;Pedido entregue!;;Aguardando retirada;1;1;1;0;;maio
Tratores;;2045;60462;60462 - PALHETA DO LIMPADOR DIANTEIRO TRATOR VALTRA BH 185-I (ORIGINAL 81468500);Tem OC;1;0;1;04/06/2025;11/06/2025;1  DC;Atrasado;12/06/2025;7;405870;;168946;221;Almoxarifados - Estoque geral;R$ 30,74;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;;Aguardando retirada;1;1;0,083333333;0;;junho
Caminhões;;1012;60638;60638 - EIXO PASSANTE DO DIFERENCIAL REF: A385 353 0335 (MB 2318);Tem OC;1;0;1;09/05/2025;26/05/2025;0  DC;Atrasado;26/05/2025;17;402352;;168123;221;Almoxarifados - Estoque geral;R$ 1.200,00;1623;ORLANDO PECAS       ;Recife;PE;Pedido entregue!;1;Retirado do Almoxarifado;1;1;1;0;;maio
Caminhões;;1049;60718;60718 - CANO DE ESCAPE SAIDA DO MOTOR REF: A930 490 0220 ( MBB 3344 );Tem OC;1;0;1;02/05/2025;09/05/2025;;;;7;401165;;167318;221;Almoxarifados - Estoque geral;R$ 1.080,00;15716;BRADIPE;Jaboatão dos Guararapes;PE;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,5;0;0;maio
Caminhões;;1030;60841;60841 - JOGO DE REPARO COMPLETO REF. CORTECO 53240K CX G.240 (M. BENZ AXOR 3344);Tem OC;1;1;;14/07/2025;19/07/2025;0  DC;Atrasado;19/07/2025;5;411647;;171188;221;Almoxarifados - Estoque geral;511,36;2528;REDIESEL            ;Jaboatão dos Guararapes;PE;Pendente;;Entrega pendente;1;1;0,111111111;0;;julho
Carregadeiras;;Estoque - Carregadeiras;60983;60983 - BUCHA REF: 12920006 ( SUPER BELL SC 800 );Apenas Solicitação;12;12;0;30/04/2025;;;;;Aguardando OC;400994;;0;221;Almoxarifados - Estoque geral;R$ 80,00;;;;;Pendente;;Entrega pendente;1;1;0;1;#REF!;abril
Carregadeiras;;Estoque - Carregadeiras;60988;60988 - RETENTOR REF: 10210346 ( SUPER BELL SC 800 );Apenas Solicitação;2;2;0;30/04/2025;;;;;Aguardando OC;401000;;0;221;Almoxarifados - Estoque geral;R$ 18,60;;;;;Pendente;;Entrega pendente;1;1;0;1;#REF!;abril
Carregadeiras;;Estoque - Carregadeiras;60989;60989 - PORCA REF: 10110046 ( SUPER BELL SC 800 );Apenas Solicitação;4;4;0;30/04/2025;;;;;Aguardando OC;401001;;0;221;Almoxarifados - Estoque geral;R$ 31,70;;;;;Pendente;;Entrega pendente;1;1;0;1;#REF!;abril
Carregadeiras;;Estoque - Carregadeiras;60990;60990 - ARANHA REF: 10110074 ( SUPER BELL SC 800 );Apenas Solicitação;2;2;0;30/04/2025;;;;;Aguardando OC;401002;;0;221;Almoxarifados - Estoque geral;R$ 1,80;;;;;Pendente;;Entrega pendente;1;1;0;1;#REF!;abril
Carregadeiras;;Estoque - Carregadeiras;60991;60991 - ROLAMENTO REF: 11010001 ( SUPER BELL SC 800 );Apenas Solicitação;2;2;0;30/04/2025;;;;;Aguardando OC;401003;;167277;221;Almoxarifados - Estoque geral;R$ 139,40;;;;;Pendente;;Entrega pendente;1;1;0,25;0;0;abril
Carregadeiras;;3015;61031;61031 - PARAFUSO DO CABEÇOTE REF: 8366-46383 ( VALTRA BM 100 );Tem OC;25;0;25;18/03/2025;04/04/2025;;;;17;396481;1137532;165793;112;Carregadeiras Colheita;R$ 529,00;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,333333333;0;0;março
Estoque;;Estoque;61150;61150 - PNEU 295/80 R 22,5 - G 677;Tem OC;40;0;40;18/06/2025;05/07/2025;0  DC;Atrasado;05/07/2025;17;408177;;170489;221;Almoxarifados - Estoque geral;R$ 3.069,91;3532;HC PNEUS SA         ;João Pessoa;PB;Pedido entregue!;;Aguardando retirada;1;1;0,166666667;0;;junho
Tratores;;2027;61166;61166 - BOMBA DAGUA REF: RE 505980 ( JOHN DEERE 6405);Apenas Solicitação;1;1;;28/05/2025;;;;;Aguardando OC;405013;;0;221;Almoxarifados - Estoque geral;R$ 1.758,44;;;;;Pendente;;Entrega pendente;1;1;0;1;;maio
Caminhões;;1026;61181;61181 - LANTERNA LATERAL DO PISCA DIANT. PARALAMA C/ SOQUETE REF: A940 820 0221/LNG 54376 (MBB 3344);Tem OC;2;0;2;19/03/2025;04/04/2025;;;;16;396580;1137730;165799;689;Caminhões Colheita;R$ 65,28;4604;CABINE;Recife;PE;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,5;0;0;março
Caminhões;;1045;61181;61181 - LANTERNA LATERAL DO PISCA DIANT. PARALAMA C/ SOQUETE REF: A940 820 0221/LNG 54376 (MBB 3344);Tem OC;2;0;2;16/05/2025;26/05/2025;0  DC;Atrasado;26/05/2025;10;403198;;168125;221;Almoxarifados - Estoque geral;R$ 10,76;4604;CABINE;Recife;PE;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,333333333;0;;maio
Caminhões;;1027;61181;61181 - LANTERNA LATERAL DO PISCA DIANT. PARALAMA C/ SOQUETE REF: A940 820 0221/LNG 54376 (MBB 3344);Tem OC;2;0;2;17/05/2025;20/05/2025;0  DC;Atrasado;20/05/2025;3;403364;;167937;221;Almoxarifados - Estoque geral;R$ 94,12;4604;CABINE;Recife;PE;Pedido entregue!;1;Retirado do Almoxarifado;1;1;1;0;;maio
Caminhões;;1040;61181;61181 - LANTERNA LATERAL DO PISCA DIANT. PARALAMA C/ SOQUETE REF: A940 820 0221/LNG 54376 (MBB 3344);Tem OC;2;0;2;05/06/2025;11/06/2025;0  DC;Atrasado;11/06/2025;6;406082;;168969;221;Almoxarifados - Estoque geral;R$ 77,48;4604;CABINE;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;0,5;0;;junho
Caminhões;;1030;61181;61181 - LANTERNA LATERAL DO PISCA DIANT. PARALAMA C/ SOQUETE REF: A940 820 0221/LNG 54376 (MBB 3344);Tem OC;2;0;2;09/07/2025;15/07/2025;1  DC;Atrasado;16/07/2025;6;411026;;170976;221;Almoxarifados - Estoque geral;65,28;5189;REPENORTE;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;1;0;;julho
Caminhões;;1036;61181;61181 - LANTERNA LATERAL DO PISCA DIANT. PARALAMA C/ SOQUETE REF: A940 820 0221/LNG 54376 (MBB 3344);Tem OC;2;0;2;18/06/2025;27/06/2025;0  DC;Atrasado;27/06/2025;9;408303;;169731;221;Almoxarifados - Estoque geral;R$ 75,69;4604;CABINE;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;0,25;0;;junho
Caminhões;;1042;61181;61181 - LANTERNA LATERAL DO PISCA DIANT. PARALAMA C/ SOQUETE REF: A940 820 0221/LNG 54376 (MBB 3344);Tem OC;2;0;2;26/06/2025;04/07/2025;1  DC;Atrasado;05/07/2025;8;409183;;170420;221;Almoxarifados - Estoque geral;R$ 75,69;5189;REPENORTE;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;0,5;0;;junho
Caminhões;;1035;61181;61181 - LANTERNA LATERAL DO PISCA DIANT. PARALAMA C/ SOQUETE REF: A940 820 0221/LNG 54376 (MBB 3344);Tem OC;2;0;2;07/07/2025;12/07/2025;1  DC;Atrasado;13/07/2025;5;410522;;170829;221;Almoxarifados - Estoque geral;65,28;5189;REPENORTE;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;0,25;0;;julho
Caminhões;;1029;61181;61181 - LANTERNA LATERAL DO PISCA DIANT. PARALAMA C/ SOQUETE REF: A940 820 0221/LNG 54376 (MBB 3344);Apenas Solicitação;2;2;;18/07/2025;;;;;Aguardando OC;412262;;0;221;Almoxarifados - Estoque geral;65,28;;;;;Pendente;;Entrega pendente;1;1;0;1;;julho
Caminhões;;1024;61181;61181 - LANTERNA LATERAL DO PISCA DIANT. PARALAMA C/ SOQUETE REF: A940 820 0221/LNG 54376 (MBB 3344);Apenas Solicitação;2;2;;19/07/2025;;;;;Aguardando OC;412435;;0;221;Almoxarifados - Estoque geral;65,28;;;;;Pendente;;Entrega pendente;1;1;0;1;;julho
Veic. Leves;;31;61261;61261 - RABETA NXR BROS KS 150 2011;Tem OC;1;0;1;28/03/2025;11/04/2025;;;;14;397410;1139979;166152;715;Automóveis e Utilitários - Plantio;R$ 95,00;7058;MOTO CENTRO;João Pessoa;PB;Pedido entregue!;;Aguardando retirada;1;1;0,5;0;0;março
Oficina Geral;;Oficina Diversos;61265;61265 - ALICATE RETO COM MOLA REF: 8000-A2;Apenas Solicitação;1;1;;23/06/2025;;;;;Aguardando OC;408775;;0;221;Almoxarifados - Estoque geral;39,99;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Oficina Geral;;Oficina diversos;61266;61266 - ALICATE RETO SEM MOLA REF: 8000-J2;Apenas Solicitação;1;1;;23/06/2025;;;;;Aguardando OC;408773;;0;221;Almoxarifados - Estoque geral;R$ 0,00;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Oficina Geral;;Oficina Diversos;61267;61267 - ALICATE CURVO SEM MOLA REF: 8000-J21;Apenas Solicitação;1;1;;23/06/2025;;;;;Aguardando OC;408777;;0;221;Almoxarifados - Estoque geral;38,99;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2035;61299;61299 - PROTETOR ESQUERDO REF: 8159-9420 (VALTRA BH 180);Tem OC;1;0;1;11/06/2025;16/06/2025;1  DC;Atrasado;17/06/2025;5;407001;;169119;221;Almoxarifados - Estoque geral;R$ 280,00;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;;Aguardando retirada;1;1;0,2;0;;junho
Tratores;;2035;61300;61300 - PROTECAO DIREITA REF: 8159-9320 (VALTRA BH 180);Tem OC;1;0;1;11/06/2025;27/06/2025;1  DC;Atrasado;28/06/2025;16;407002;;169738;221;Almoxarifados - Estoque geral;R$ 298,00;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;;Aguardando retirada;1;1;0,333333333;0;;junho
Tratores;;2035;61305;61305 - COBERTURA SUPERIOR REF: 8193-7800 (VALTRA BH 180);Tem OC;1;0;1;11/06/2025;16/06/2025;0  DC;Atrasado;16/06/2025;5;407003;;169122;221;Almoxarifados - Estoque geral;R$ 330,00;14487;FL TRATORES ;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;0,5;0;;junho
Tratores;;2035;61306;61306 - PAINEL REF: 8186-3800 (VALTRA BH 180);Tem OC;1;0;1;11/06/2025;16/06/2025;1  DC;Atrasado;17/06/2025;5;407000;;169119;221;Almoxarifados - Estoque geral;R$ 581,00;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;;Aguardando retirada;1;1;0,2;0;;junho
Tratores;;2035;61307;61307 - LATERAL ESQUERDA REF: 8186-4000 (VALTRA BH 180);Tem OC;1;0;1;11/06/2025;16/06/2025;1  DC;Atrasado;17/06/2025;5;407005;;169119;221;Almoxarifados - Estoque geral;R$ 416,00;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;;Aguardando retirada;1;1;0,2;0;;junho
Tratores;;2035;61308;61308 - LATERAL DIREITA REF: 8186-3900 (VALTRA BH 180);Tem OC;1;0;1;11/06/2025;16/06/2025;1  DC;Atrasado;17/06/2025;5;407006;;169119;221;Almoxarifados - Estoque geral;R$ 470,00;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;;Aguardando retirada;1;1;0,2;0;;junho
Tratores;;2035;61309;61309 - TAMPA DO PAINEL REF: 8161-0110 (VALTRA BH 180);Tem OC;1;0;1;11/06/2025;16/06/2025;0  DC;Atrasado;16/06/2025;5;407008;;169122;221;Almoxarifados - Estoque geral;R$ 340,00;14487;FL TRATORES ;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;0,5;0;;junho
Tratores;;2035;61310;61310 - TAMPA INFERIOR REF: 8168-7510 (VALTRA BH 180);Tem OC;1;0;1;11/06/2025;16/06/2025;1  DC;Atrasado;17/06/2025;5;407007;;169119;221;Almoxarifados - Estoque geral;R$ 317,00;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;;Aguardando retirada;1;1;0,2;0;;junho
